,Location,2020,2021,2022,Income_per_Capita
1243,"Berkshire, MA",61119.0,64444.0,64758.0,63440.333333333336
1244,"Bristol, MA",60325.0,63996.0,64103.0,62808.0
1245,"Dukes, MA",84852.0,85929.0,87621.0,86134.0
1246,"Essex, MA",71952.0,77593.0,78205.0,75916.66666666667
1247,"Franklin, MA",60460.0,62928.0,62944.0,62110.666666666664
1248,"Hampden, MA",57736.0,60710.0,60312.0,59586.0
1249,"Hampshire, MA",63522.0,59264.0,59802.0,60862.666666666664
1250,"Middlesex, MA",90955.0,99416.0,101729.0,97366.66666666667
1251,"Nantucket, MA",93597.0,101412.0,103033.0,99347.33333333333
1252,"Norfolk, MA",95831.0,105984.0,109284.0,103699.66666666667
1253,"Plymouth, MA",74093.0,79053.0,80062.0,77736.0
1254,"Suffolk, MA",87433.0,97172.0,96933.0,93846.0
1255,"Worcester, MA",61287.0,64477.0,64829.0,63531.0
1256,"Alcona, MI",46209.0,49942.0,49420.0,48523.666666666664
1257,"Alger, MI",38423.0,41982.0,41171.0,40525.333333333336
1258,"Allegan, MI",49943.0,54227.0,54948.0,53039.333333333336
1259,"Alpena, MI",44783.0,48558.0,48633.0,47324.666666666664
1260,"Antrim, MI",51960.0,56378.0,56234.0,54857.333333333336
1261,"Arenac, MI",44632.0,47387.0,46696.0,46238.333333333336
1262,"Baraga, MI",38448.0,40312.0,39740.0,39500.0
1263,"Barry, MI",49305.0,53016.0,54157.0,52159.333333333336
1264,"Bay, MI",47030.0,50367.0,49667.0,49021.333333333336
1265,"Benzie, MI",52454.0,54451.0,54784.0,53896.333333333336
1266,"Berrien, MI",53645.0,59719.0,60311.0,57891.666666666664
1267,"Branch, MI",40186.0,43064.0,43040.0,42096.666666666664
1268,"Calhoun, MI",43593.0,45582.0,44904.0,44693.0
1269,"Cass, MI",50306.0,54661.0,54937.0,53301.333333333336
1270,"Charlevoix, MI",58198.0,64617.0,66669.0,63161.333333333336
1271,"Cheboygan, MI",45511.0,47642.0,46687.0,46613.333333333336
1272,"Chippewa, MI",39605.0,43800.0,42667.0,42024.0
1273,"Clare, MI",39625.0,41227.0,40146.0,40332.666666666664
1274,"Clinton, MI",51423.0,55662.0,56814.0,54633.0
1275,"Crawford, MI",41680.0,43337.0,41537.0,42184.666666666664
1276,"Delta, MI",43631.0,46144.0,44577.0,44784.0
1277,"Dickinson, MI",50727.0,56024.0,54831.0,53860.666666666664
1278,"Eaton, MI",47613.0,50778.0,50934.0,49775.0
1279,"Emmet, MI",62269.0,68593.0,70109.0,66990.33333333333
1280,"Genesee, MI",45384.0,48161.0,47564.0,47036.333333333336
1281,"Gladwin, MI",42362.0,44172.0,43701.0,43411.666666666664
1282,"Gogebic, MI",45369.0,47670.0,47559.0,46866.0
1283,"Grand Traverse, MI",55639.0,61155.0,62089.0,59627.666666666664
1284,"Gratiot, MI",41458.0,43946.0,43159.0,42854.333333333336
1285,"Hillsdale, MI",39728.0,42728.0,41987.0,41481.0
1286,"Houghton, MI",39927.0,42771.0,42862.0,41853.333333333336
1287,"Huron, MI",51614.0,56462.0,56230.0,54768.666666666664
1288,"Ingham, MI",46267.0,51634.0,49577.0,49159.333333333336
1289,"Ionia, MI",37681.0,40862.0,40963.0,39835.333333333336
1290,"Iosco, MI",43594.0,46509.0,45770.0,45291.0
1291,"Iron, MI",46460.0,48893.0,47997.0,47783.333333333336
1292,"Isabella, MI",43262.0,45590.0,44825.0,44559.0
1293,"Jackson, MI",43423.0,46886.0,46409.0,45572.666666666664
1294,"Kalamazoo, MI",54818.0,58792.0,59619.0,57743.0
1295,"Kalkaska, MI",40973.0,43477.0,42182.0,42210.666666666664
1296,"Kent, MI",59254.0,65315.0,66975.0,63848.0
1297,"Keweenaw, MI",54033.0,55497.0,54933.0,54821.0
1298,"Lake, MI",37856.0,38712.0,36434.0,37667.333333333336
1299,"Lapeer, MI",48910.0,50739.0,50575.0,50074.666666666664
1300,"Leelanau, MI",73012.0,79109.0,81805.0,77975.33333333333
1301,"Lenawee, MI",44325.0,47513.0,47538.0,46458.666666666664
1302,"Livingston, MI",62417.0,67212.0,69299.0,66309.33333333333
1303,"Luce, MI",40368.0,43331.0,42206.0,41968.333333333336
1304,"Mackinac, MI",49480.0,52639.0,52074.0,51397.666666666664
1305,"Macomb, MI",50883.0,53727.0,53817.0,52809.0
1306,"Manistee, MI",43321.0,46167.0,45533.0,45007.0
1307,"Marquette, MI",44162.0,47987.0,46466.0,46205.0
1308,"Mason, MI",45625.0,48399.0,47049.0,47024.333333333336
1309,"Mecosta, MI",40832.0,44121.0,42483.0,42478.666666666664
1310,"Menominee, MI",44375.0,47679.0,47289.0,46447.666666666664
1311,"Midland, MI",56589.0,60150.0,60842.0,59193.666666666664
1312,"Missaukee, MI",41073.0,44053.0,43667.0,42931.0
1313,"Monroe, MI",49721.0,52634.0,52998.0,51784.333333333336
1314,"Montcalm, MI",37785.0,40752.0,40725.0,39754.0
1315,"Montmorency, MI",42569.0,43429.0,41440.0,42479.333333333336
1316,"Muskegon, MI",43376.0,46019.0,45571.0,44988.666666666664
1317,"Newaygo, MI",41767.0,44607.0,44140.0,43504.666666666664
1318,"Oakland, MI",76404.0,81822.0,84850.0,81025.33333333333
1319,"Oceana, MI",42975.0,45596.0,44970.0,44513.666666666664
1320,"Ogemaw, MI",39412.0,42417.0,41120.0,40983.0
1321,"Ontonagon, MI",44613.0,46981.0,46661.0,46085.0
1322,"Osceola, MI",42881.0,45088.0,44549.0,44172.666666666664
1323,"Oscoda, MI",37402.0,40879.0,40566.0,39615.666666666664
1324,"Otsego, MI",45759.0,49550.0,48201.0,47836.666666666664
1325,"Ottawa, MI",53553.0,59069.0,61018.0,57880.0
1326,"Presque Isle, MI",44900.0,46911.0,46239.0,46016.666666666664
1327,"Roscommon, MI",42735.0,44507.0,43813.0,43685.0
1328,"Saginaw, MI",45686.0,48577.0,47700.0,47321.0
1329,"St. Clair, MI",49920.0,52388.0,52557.0,51621.666666666664
1330,"St. Joseph, MI",42894.0,47116.0,46935.0,45648.333333333336
1331,"Sanilac, MI",43832.0,46897.0,46189.0,45639.333333333336
1332,"Schoolcraft, MI",45316.0,47491.0,44401.0,45736.0
1333,"Shiawassee, MI",44642.0,47595.0,47427.0,46554.666666666664
1334,"Tuscola, MI",41683.0,44605.0,43797.0,43361.666666666664
1335,"Van Buren, MI",46525.0,49479.0,49542.0,48515.333333333336
1336,"Washtenaw, MI",64606.0,69892.0,71368.0,68622.0
1337,"Wayne, MI",46416.0,49009.0,48509.0,47978.0
1338,"Wexford, MI",41631.0,44683.0,43862.0,43392.0
1339,"Aitkin, MN",46769.0,50228.0,49907.0,48968.0
1340,"Anoka, MN",55673.0,59002.0,60371.0,58348.666666666664
1341,"Becker, MN",51352.0,56258.0,57505.0,55038.333333333336
1342,"Beltrami, MN",47070.0,51023.0,50351.0,49481.333333333336
1343,"Benton, MN",49656.0,53384.0,54255.0,52431.666666666664
1344,"Big Stone, MN",57554.0,65566.0,70199.0,64439.666666666664
1345,"Blue Earth, MN",48273.0,51478.0,52838.0,50863.0
1346,"Brown, MN",56786.0,60005.0,62169.0,59653.333333333336
1347,"Carlton, MN",46736.0,49897.0,50247.0,48960.0
1348,"Carver, MN",75745.0,82905.0,87095.0,81915.0
1349,"Cass, MN",50831.0,57731.0,55921.0,54827.666666666664
1350,"Chippewa, MN",48306.0,54013.0,56075.0,52798.0
1351,"Chisago, MN",53893.0,57659.0,58812.0,56788.0
1352,"Clay, MN",46496.0,50745.0,50963.0,49401.333333333336
1353,"Clearwater, MN",51331.0,54418.0,53431.0,53060.0
1354,"Cook, MN",55152.0,57393.0,56795.0,56446.666666666664
1355,"Cottonwood, MN",54103.0,58588.0,63158.0,58616.333333333336
1356,"Crow Wing, MN",48945.0,54674.0,52837.0,52152.0
1357,"Dakota, MN",63327.0,67665.0,69984.0,66992.0
1358,"Dodge, MN",52442.0,58319.0,59029.0,56596.666666666664
1359,"Douglas, MN",55797.0,61045.0,62524.0,59788.666666666664
1360,"Faribault, MN",47749.0,54044.0,55751.0,52514.666666666664
1361,"Fillmore, MN",49719.0,53993.0,55598.0,53103.333333333336
1362,"Freeborn, MN",48796.0,54069.0,55377.0,52747.333333333336
1363,"Goodhue, MN",56574.0,61067.0,64004.0,60548.333333333336
1364,"Grant, MN",53891.0,57464.0,62120.0,57825.0
1365,"Hennepin, MN",77672.0,86466.0,89851.0,84663.0
1366,"Houston, MN",54952.0,58340.0,60012.0,57768.0
1367,"Hubbard, MN",56054.0,59550.0,58593.0,58065.666666666664
1368,"Isanti, MN",49420.0,52118.0,52421.0,51319.666666666664
1369,"Itasca, MN",48304.0,51428.0,51540.0,50424.0
1370,"Jackson, MN",57918.0,61343.0,63573.0,60944.666666666664
1371,"Kanabec, MN",49141.0,51166.0,49855.0,50054.0
1372,"Kandiyohi, MN",53706.0,57707.0,59505.0,56972.666666666664
1373,"Kittson, MN",61578.0,66962.0,70075.0,66205.0
1374,"Koochiching, MN",47452.0,50426.0,52953.0,50277.0
1375,"Lac qui Parle, MN",56610.0,63800.0,69224.0,63211.333333333336
1376,"Lake, MN",48975.0,53448.0,53022.0,51815.0
1377,"Lake of the Woods, MN",56985.0,59741.0,59614.0,58780.0
1378,"Le Sueur, MN",54860.0,59388.0,60691.0,58313.0
1379,"Lincoln, MN",50715.0,57383.0,60496.0,56198.0
1380,"Lyon, MN",54014.0,58409.0,60291.0,57571.333333333336
1381,"McLeod, MN",52260.0,56852.0,57593.0,55568.333333333336
1382,"Mahnomen, MN",41450.0,47862.0,48646.0,45986.0
1383,"Marshall, MN",65146.0,72553.0,75929.0,71209.33333333333
1384,"Martin, MN",54004.0,60366.0,62814.0,59061.333333333336
1385,"Meeker, MN",48659.0,52947.0,54758.0,52121.333333333336
1386,"Mille Lacs, MN",47943.0,50859.0,51382.0,50061.333333333336
1387,"Morrison, MN",46998.0,50615.0,51545.0,49719.333333333336
1388,"Mower, MN",50841.0,52709.0,53835.0,52461.666666666664
1389,"Murray, MN",61289.0,63830.0,67739.0,64286.0
1390,"Nicollet, MN",52901.0,56401.0,57972.0,55758.0
1391,"Nobles, MN",51209.0,54238.0,56111.0,53852.666666666664
1392,"Norman, MN",49668.0,58749.0,59759.0,56058.666666666664
1393,"Olmsted, MN",61338.0,66122.0,67547.0,65002.333333333336
1394,"Otter Tail, MN",52985.0,55912.0,56751.0,55216.0
1395,"Pennington, MN",59311.0,65236.0,66187.0,63578.0
1396,"Pine, MN",42853.0,46100.0,45189.0,44714.0
1397,"Pipestone, MN",56510.0,63518.0,67463.0,62497.0
1398,"Polk, MN",53411.0,59211.0,58902.0,57174.666666666664
1399,"Pope, MN",56394.0,61404.0,63742.0,60513.333333333336
1400,"Ramsey, MN",57421.0,63856.0,65358.0,62211.666666666664
1401,"Red Lake, MN",57302.0,68711.0,73275.0,66429.33333333333
1402,"Redwood, MN",59845.0,68997.0,74117.0,67653.0
1403,"Renville, MN",55169.0,62335.0,64443.0,60649.0
1404,"Rice, MN",48029.0,52411.0,53548.0,51329.333333333336
1405,"Rock, MN",55672.0,57570.0,61054.0,58098.666666666664
1406,"Roseau, MN",53534.0,60501.0,61228.0,58421.0
1407,"St. Louis, MN",50553.0,55626.0,56572.0,54250.333333333336
1408,"Scott, MN",65678.0,71730.0,75427.0,70945.0
1409,"Sherburne, MN",52264.0,55846.0,57102.0,55070.666666666664
1410,"Sibley, MN",53591.0,58016.0,59859.0,57155.333333333336
1411,"Stearns, MN",54121.0,58117.0,59296.0,57178.0
1412,"Steele, MN",50087.0,55493.0,54862.0,53480.666666666664
1413,"Stevens, MN",55108.0,59873.0,65210.0,60063.666666666664
1414,"Swift, MN",52260.0,59464.0,66769.0,59497.666666666664
1415,"Todd, MN",43567.0,54237.0,55702.0,51168.666666666664
1416,"Traverse, MN",66746.0,75016.0,85621.0,75794.33333333333
1417,"Wabasha, MN",55911.0,59810.0,60826.0,58849.0
1418,"Wadena, MN",43551.0,47138.0,46673.0,45787.333333333336
1419,"Waseca, MN",46760.0,53283.0,54858.0,51633.666666666664
1420,"Washington, MN",71110.0,76380.0,79814.0,75768.0
1421,"Watonwan, MN",49424.0,55211.0,57027.0,53887.333333333336
1422,"Wilkin, MN",57343.0,67295.0,70544.0,65060.666666666664
1423,"Winona, MN",54757.0,55687.0,57508.0,55984.0
1424,"Wright, MN",56703.0,60392.0,62559.0,59884.666666666664
1425,"Yellow Medicine, MN",60894.0,62577.0,66190.0,63220.333333333336
1426,"Adams, MS",39569.0,45648.0,45499.0,43572.0
1427,"Alcorn, MS",41748.0,44193.0,44977.0,43639.333333333336
1428,"Amite, MS",34858.0,38598.0,38352.0,37269.333333333336
1429,"Attala, MS",39490.0,42979.0,42974.0,41814.333333333336
1430,"Benton, MS",38670.0,42160.0,41473.0,40767.666666666664
1431,"Bolivar, MS",41886.0,48200.0,46870.0,45652.0
1432,"Calhoun, MS",39742.0,43053.0,40370.0,41055.0
1433,"Carroll, MS",41184.0,45259.0,43091.0,43178.0
1434,"Chickasaw, MS",38361.0,40938.0,38994.0,39431.0
1435,"Choctaw, MS",37531.0,41494.0,40869.0,39964.666666666664
1436,"Claiborne, MS",34072.0,37283.0,34993.0,35449.333333333336
1437,"Clarke, MS",40434.0,42889.0,42841.0,42054.666666666664
1438,"Clay, MS",42715.0,47800.0,47654.0,46056.333333333336
1439,"Coahoma, MS",41240.0,46482.0,43389.0,43703.666666666664
1440,"Copiah, MS",36560.0,39628.0,39091.0,38426.333333333336
1441,"Covington, MS",39401.0,44187.0,44781.0,42789.666666666664
1442,"DeSoto, MS",47190.0,51890.0,52264.0,50448.0
1443,"Forrest, MS",40128.0,42985.0,42294.0,41802.333333333336
1444,"Franklin, MS",38871.0,40662.0,40035.0,39856.0
1445,"George, MS",37810.0,39462.0,38730.0,38667.333333333336
1446,"Greene, MS",31376.0,33441.0,32650.0,32489.0
1447,"Grenada, MS",38849.0,43251.0,42556.0,41552.0
1448,"Hancock, MS",40802.0,44878.0,44384.0,43354.666666666664
1449,"Harrison, MS",41786.0,46316.0,46211.0,44771.0
1450,"Hinds, MS",44309.0,47035.0,46854.0,46066.0
1451,"Holmes, MS",33075.0,37402.0,33929.0,34802.0
1452,"Humphreys, MS",39209.0,44369.0,39467.0,41015.0
1453,"Issaquena, MS",30808.0,36224.0,24489.0,30507.0
1454,"Itawamba, MS",38779.0,41844.0,41069.0,40564.0
1455,"Jackson, MS",41475.0,45875.0,45912.0,44420.666666666664
1456,"Jasper, MS",41472.0,45041.0,47150.0,44554.333333333336
1457,"Jefferson, MS",36308.0,39172.0,37639.0,37706.333333333336
1458,"Jefferson Davis, MS",33080.0,36527.0,36150.0,35252.333333333336
1459,"Jones, MS",40962.0,44633.0,46073.0,43889.333333333336
1460,"Kemper, MS",35442.0,38474.0,37006.0,36974.0
1461,"Lafayette, MS",45888.0,49225.0,49498.0,48203.666666666664
1462,"Lamar, MS",43774.0,48053.0,48473.0,46766.666666666664
1463,"Lauderdale, MS",44162.0,47129.0,47116.0,46135.666666666664
1464,"Lawrence, MS",38254.0,43032.0,44184.0,41823.333333333336
1465,"Leake, MS",34832.0,40301.0,41790.0,38974.333333333336
1466,"Lee, MS",47155.0,52406.0,52044.0,50535.0
1467,"Leflore, MS",42307.0,50036.0,46712.0,46351.666666666664
1468,"Lincoln, MS",41303.0,44397.0,44609.0,43436.333333333336
1469,"Lowndes, MS",43591.0,47941.0,48254.0,46595.333333333336
1470,"Madison, MS",69053.0,76927.0,79410.0,75130.0
1471,"Marion, MS",39296.0,41250.0,41528.0,40691.333333333336
1472,"Marshall, MS",41023.0,44391.0,42663.0,42692.333333333336
1473,"Monroe, MS",40697.0,44289.0,43389.0,42791.666666666664
1474,"Montgomery, MS",38396.0,42267.0,41475.0,40712.666666666664
1475,"Neshoba, MS",40155.0,44273.0,45615.0,43347.666666666664
1476,"Newton, MS",36842.0,41248.0,40283.0,39457.666666666664
1477,"Noxubee, MS",37733.0,45202.0,40442.0,41125.666666666664
1478,"Oktibbeha, MS",36752.0,39418.0,39127.0,38432.333333333336
1479,"Panola, MS",38738.0,42386.0,40423.0,40515.666666666664
1480,"Pearl River, MS",40812.0,43326.0,43108.0,42415.333333333336
1481,"Perry, MS",35650.0,37591.0,36322.0,36521.0
1482,"Pike, MS",34165.0,37710.0,36311.0,36062.0
1483,"Pontotoc, MS",38578.0,42520.0,41472.0,40856.666666666664
1484,"Prentiss, MS",35645.0,38465.0,37543.0,37217.666666666664
1485,"Quitman, MS",35671.0,42673.0,38209.0,38851.0
1486,"Rankin, MS",48414.0,52636.0,53715.0,51588.333333333336
1487,"Scott, MS",33274.0,38040.0,38488.0,36600.666666666664
1488,"Sharkey, MS",43291.0,53238.0,46097.0,47542.0
1489,"Simpson, MS",40720.0,44942.0,45331.0,43664.333333333336
1490,"Smith, MS",40289.0,45239.0,47234.0,44254.0
1491,"Stone, MS",37256.0,39762.0,39362.0,38793.333333333336
1492,"Sunflower, MS",33719.0,37991.0,34856.0,35522.0
1493,"Tallahatchie, MS",35935.0,43085.0,38454.0,39158.0
1494,"Tate, MS",40853.0,44775.0,43334.0,42987.333333333336
1495,"Tippah, MS",42488.0,44547.0,42820.0,43285.0
1496,"Tishomingo, MS",39063.0,41836.0,42280.0,41059.666666666664
1497,"Tunica, MS",37682.0,43065.0,39641.0,40129.333333333336
1498,"Union, MS",38025.0,41401.0,40800.0,40075.333333333336
1499,"Walthall, MS",34888.0,38578.0,37585.0,37017.0
1500,"Warren, MS",45251.0,48589.0,48089.0,47309.666666666664
1501,"Washington, MS",41199.0,45649.0,43492.0,43446.666666666664
1502,"Wayne, MS",38064.0,42700.0,44185.0,41649.666666666664
1503,"Webster, MS",41776.0,44969.0,43764.0,43503.0
1504,"Wilkinson, MS",34228.0,36909.0,35523.0,35553.333333333336
1505,"Winston, MS",39149.0,43450.0,43763.0,42120.666666666664
1506,"Yalobusha, MS",40318.0,42942.0,41940.0,41733.333333333336
1507,"Yazoo, MS",33969.0,37590.0,34998.0,35519.0
1508,"Adair, MO",35518.0,36919.0,36808.0,36415.0
1509,"Andrew, MO",47008.0,50506.0,51102.0,49538.666666666664
1510,"Atchison, MO",49495.0,53650.0,55136.0,52760.333333333336
1511,"Audrain, MO",40405.0,43626.0,44123.0,42718.0
1512,"Barry, MO",38451.0,41410.0,43879.0,41246.666666666664
1513,"Barton, MO",40790.0,42419.0,43872.0,42360.333333333336
1514,"Bates, MO",45525.0,47311.0,47420.0,46752.0
1515,"Benton, MO",41664.0,43115.0,43787.0,42855.333333333336
1516,"Bollinger, MO",42750.0,44894.0,45696.0,44446.666666666664
1517,"Boone, MO",50869.0,54260.0,55395.0,53508.0
1518,"Buchanan, MO",43656.0,46613.0,47415.0,45894.666666666664
1519,"Butler, MO",40525.0,42945.0,43455.0,42308.333333333336
1520,"Caldwell, MO",42857.0,45115.0,45520.0,44497.333333333336
1521,"Callaway, MO",43232.0,45214.0,45695.0,44713.666666666664
1522,"Camden, MO",46029.0,54076.0,49961.0,50022.0
1523,"Cape Girardeau, MO",46142.0,48394.0,49636.0,48057.333333333336
1524,"Carroll, MO",50623.0,56435.0,58797.0,55285.0
1525,"Carter, MO",42804.0,44908.0,46372.0,44694.666666666664
1526,"Cass, MO",51424.0,54169.0,55712.0,53768.333333333336
1527,"Cedar, MO",34477.0,36272.0,36483.0,35744.0
1528,"Chariton, MO",47478.0,51535.0,51137.0,50050.0
1529,"Christian, MO",45626.0,48494.0,49503.0,47874.333333333336
1530,"Clark, MO",41567.0,43654.0,44235.0,43152.0
1531,"Clay, MO",52111.0,55214.0,55738.0,54354.333333333336
1532,"Clinton, MO",45629.0,47489.0,48009.0,47042.333333333336
1533,"Cole, MO",52041.0,54913.0,56258.0,54404.0
1534,"Cooper, MO",45369.0,49543.0,50054.0,48322.0
1535,"Crawford, MO",39853.0,43306.0,43825.0,42328.0
1536,"Dade, MO",37978.0,41182.0,42280.0,40480.0
1537,"Dallas, MO",36350.0,38682.0,39460.0,38164.0
1538,"Daviess, MO",36388.0,37792.0,36926.0,37035.333333333336
1539,"DeKalb, MO",34573.0,35685.0,37167.0,35808.333333333336
1540,"Dent, MO",39617.0,41410.0,41129.0,40718.666666666664
1541,"Douglas, MO",35575.0,37601.0,36760.0,36645.333333333336
1542,"Dunklin, MO",38660.0,43551.0,43916.0,42042.333333333336
1543,"Franklin, MO",49320.0,52066.0,53957.0,51781.0
1544,"Gasconade, MO",43786.0,46030.0,46910.0,45575.333333333336
1545,"Gentry, MO",48483.0,50472.0,49023.0,49326.0
1546,"Greene, MO",47751.0,50365.0,51938.0,50018.0
1547,"Grundy, MO",38384.0,40924.0,40595.0,39967.666666666664
1548,"Harrison, MO",41281.0,43645.0,43446.0,42790.666666666664
1549,"Henry, MO",45220.0,48358.0,48899.0,47492.333333333336
1550,"Hickory, MO",36842.0,38960.0,39084.0,38295.333333333336
1551,"Holt, MO",56520.0,57862.0,60269.0,58217.0
1552,"Howard, MO",43993.0,47819.0,47809.0,46540.333333333336
1553,"Howell, MO",38338.0,40430.0,40595.0,39787.666666666664
1554,"Iron, MO",38255.0,40962.0,41712.0,40309.666666666664
1555,"Jackson, MO",49572.0,52436.0,53153.0,51720.333333333336
1556,"Jasper, MO",40826.0,43402.0,44028.0,42752.0
1557,"Jefferson, MO",46606.0,49802.0,51143.0,49183.666666666664
1558,"Johnson, MO",40193.0,46616.0,43156.0,43321.666666666664
1559,"Knox, MO",41397.0,43668.0,43232.0,42765.666666666664
1560,"Laclede, MO",39132.0,42233.0,43659.0,41674.666666666664
1561,"Lafayette, MO",45937.0,49577.0,50109.0,48541.0
1562,"Lawrence, MO",37046.0,39561.0,40360.0,38989.0
1563,"Lewis, MO",37876.0,41052.0,41383.0,40103.666666666664
1564,"Lincoln, MO",44878.0,48179.0,49802.0,47619.666666666664
1565,"Linn, MO",43084.0,45104.0,45212.0,44466.666666666664
1566,"Livingston, MO",45595.0,47636.0,47712.0,46981.0
1567,"McDonald, MO",31987.0,34982.0,37419.0,34796.0
1568,"Macon, MO",44504.0,47858.0,50361.0,47574.333333333336
1569,"Madison, MO",39246.0,40455.0,40923.0,40208.0
1570,"Maries, MO",38856.0,41106.0,40939.0,40300.333333333336
1571,"Marion, MO",44923.0,47763.0,48850.0,47178.666666666664
1572,"Mercer, MO",36420.0,39291.0,37419.0,37710.0
1573,"Miller, MO",41095.0,43294.0,43393.0,42594.0
1574,"Mississippi, MO",37847.0,41414.0,42471.0,40577.333333333336
1575,"Moniteau, MO",44082.0,45290.0,47605.0,45659.0
1576,"Monroe, MO",43752.0,47598.0,47378.0,46242.666666666664
1577,"Montgomery, MO",45389.0,49352.0,49676.0,48139.0
1578,"Morgan, MO",44679.0,44431.0,47574.0,45561.333333333336
1579,"New Madrid, MO",42227.0,49560.0,50951.0,47579.333333333336
1580,"Newton, MO",42210.0,44900.0,46705.0,44605.0
1581,"Nodaway, MO",38166.0,39999.0,41353.0,39839.333333333336
1582,"Oregon, MO",40403.0,42847.0,42614.0,41954.666666666664
1583,"Osage, MO",49062.0,50763.0,52883.0,50902.666666666664
1584,"Ozark, MO",37372.0,38926.0,39465.0,38587.666666666664
1585,"Pemiscot, MO",40447.0,46633.0,46684.0,44588.0
1586,"Perry, MO",45763.0,48271.0,49020.0,47684.666666666664
1587,"Pettis, MO",40113.0,43430.0,44298.0,42613.666666666664
1588,"Phelps, MO",42234.0,43902.0,43954.0,43363.333333333336
1589,"Pike, MO",39401.0,41025.0,41389.0,40605.0
1590,"Platte, MO",60173.0,65615.0,68510.0,64766.0
1591,"Polk, MO",39168.0,41427.0,42224.0,40939.666666666664
1592,"Pulaski, MO",43815.0,44888.0,43627.0,44110.0
1593,"Putnam, MO",39855.0,42307.0,40728.0,40963.333333333336
1594,"Ralls, MO",44531.0,46889.0,47343.0,46254.333333333336
1595,"Randolph, MO",43576.0,47977.0,48170.0,46574.333333333336
1596,"Ray, MO",45725.0,47571.0,47520.0,46938.666666666664
1597,"Reynolds, MO",38223.0,40342.0,40496.0,39687.0
1598,"Ripley, MO",42379.0,45048.0,45501.0,44309.333333333336
1599,"St. Charles, MO",58150.0,62225.0,64563.0,61646.0
1600,"St. Clair, MO",34116.0,36989.0,36765.0,35956.666666666664
1601,"Ste. Genevieve, MO",44011.0,46786.0,47262.0,46019.666666666664
1602,"St. Francois, MO",38680.0,41026.0,42028.0,40578.0
1603,"St. Louis, MO",78750.0,87474.0,93405.0,86543.0
1604,"Saline, MO",41564.0,44915.0,46078.0,44185.666666666664
1605,"Schuyler, MO",37774.0,39709.0,40058.0,39180.333333333336
1606,"Scotland, MO",41358.0,46979.0,47207.0,45181.333333333336
