,Start Date,End Date,Location,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,2020,2021,2022,Income_per_Capita
2871,01/01/2020,09/23/2023,"Monroe, TN",6,47,123,47123,Distribution of all-cause deaths (%),2188,223,0.963,0.025,,,,0.008,,Noncore,38398.0,42035.0,41401.0,40611.333333333336
2872,01/01/2020,09/23/2023,"Monroe, TN",6,47,123,47123,Distribution of COVID-19 deaths (%),2188,223,0.969,,,,,,,Noncore,38398.0,42035.0,41401.0,40611.333333333336
2873,01/01/2020,09/23/2023,"Monroe, TN",6,47,123,47123,Distribution of population (%),2188,223,0.907,0.02,0.005,0.005,0.0,0.046,0.017,Noncore,38398.0,42035.0,41401.0,40611.333333333336
2874,01/01/2020,09/23/2023,"Montgomery, TN",3,47,125,47125,Distribution of all-cause deaths (%),5999,538,0.764,0.185,,0.011,0.003,0.03,0.007,Medium metro,45830.0,49203.0,48938.0,47990.333333333336
2875,01/01/2020,09/23/2023,"Montgomery, TN",3,47,125,47125,Distribution of COVID-19 deaths (%),5999,538,0.757,0.203,,,,0.03,,Medium metro,45830.0,49203.0,48938.0,47990.333333333336
2876,01/01/2020,09/23/2023,"Montgomery, TN",3,47,125,47125,Distribution of population (%),5999,538,0.616,0.206,0.004,0.021,0.003,0.106,0.043,Medium metro,45830.0,49203.0,48938.0,47990.333333333336
2877,01/01/2020,09/23/2023,"Obion, TN",5,47,131,47131,Distribution of all-cause deaths (%),1475,161,0.895,0.094,,,,0.007,,Micropolitan,43945.0,48908.0,48988.0,47280.333333333336
2878,01/01/2020,09/23/2023,"Obion, TN",5,47,131,47131,Distribution of COVID-19 deaths (%),1475,161,0.876,0.112,,,,,,Micropolitan,43945.0,48908.0,48988.0,47280.333333333336
2879,01/01/2020,09/23/2023,"Obion, TN",5,47,131,47131,Distribution of population (%),1475,161,0.82,0.104,0.003,0.004,0.0,0.052,0.017,Micropolitan,43945.0,48908.0,48988.0,47280.333333333336
2880,01/01/2020,09/23/2023,"Putnam, TN",5,47,141,47141,Distribution of all-cause deaths (%),4990,542,0.968,0.013,,0.003,,0.012,0.002,Micropolitan,44256.0,47897.0,48280.0,46811.0
2881,01/01/2020,09/23/2023,"Putnam, TN",5,47,141,47141,Distribution of COVID-19 deaths (%),4990,542,0.969,,,,,0.018,,Micropolitan,44256.0,47897.0,48280.0,46811.0
2882,01/01/2020,09/23/2023,"Putnam, TN",5,47,141,47141,Distribution of population (%),4990,542,0.877,0.022,0.003,0.013,0.0,0.067,0.017,Micropolitan,44256.0,47897.0,48280.0,46811.0
2883,01/01/2020,09/23/2023,"Rhea, TN",5,47,143,47143,Distribution of all-cause deaths (%),1534,101,0.967,0.02,,,,0.01,,Micropolitan,39648.0,43419.0,43403.0,42156.666666666664
2884,01/01/2020,09/23/2023,"Rhea, TN",5,47,143,47143,Distribution of COVID-19 deaths (%),1534,101,0.96,,,,,,,Micropolitan,39648.0,43419.0,43403.0,42156.666666666664
2885,01/01/2020,09/23/2023,"Rhea, TN",5,47,143,47143,Distribution of population (%),1534,101,0.9,0.019,0.004,0.006,0.001,0.054,0.017,Micropolitan,39648.0,43419.0,43403.0,42156.666666666664
2886,01/01/2020,09/23/2023,"Roane, TN",3,47,145,47145,Distribution of all-cause deaths (%),2638,219,0.961,0.027,,,,0.005,0.004,Medium metro,46477.0,49794.0,50192.0,48821.0
2887,01/01/2020,09/23/2023,"Roane, TN",3,47,145,47145,Distribution of COVID-19 deaths (%),2638,219,0.963,,,,,,,Medium metro,46477.0,49794.0,50192.0,48821.0
2888,01/01/2020,09/23/2023,"Roane, TN",3,47,145,47145,Distribution of population (%),2638,219,0.923,0.027,0.004,0.007,0.0,0.022,0.017,Medium metro,46477.0,49794.0,50192.0,48821.0
2889,01/01/2020,09/23/2023,"Robertson, TN",2,47,147,47147,Distribution of all-cause deaths (%),2626,227,0.889,0.094,,,,0.014,,Large fringe metro,47479.0,51450.0,52328.0,50419.0
2890,01/01/2020,09/23/2023,"Robertson, TN",2,47,147,47147,Distribution of COVID-19 deaths (%),2626,227,0.868,0.101,,,,,,Large fringe metro,47479.0,51450.0,52328.0,50419.0
2891,01/01/2020,09/23/2023,"Robertson, TN",2,47,147,47147,Distribution of population (%),2626,227,0.823,0.075,0.003,0.007,0.0,0.076,0.015,Large fringe metro,47479.0,51450.0,52328.0,50419.0
2892,01/01/2020,09/23/2023,"Rutherford, TN",2,47,149,47149,Distribution of all-cause deaths (%),11281,1326,0.839,0.116,,0.014,,0.026,0.005,Large fringe metro,45965.0,49876.0,51672.0,49171.0
2893,01/01/2020,09/23/2023,"Rutherford, TN",2,47,149,47149,Distribution of COVID-19 deaths (%),11281,1326,0.808,0.124,,0.017,,0.046,,Large fringe metro,45965.0,49876.0,51672.0,49171.0
2894,01/01/2020,09/23/2023,"Rutherford, TN",2,47,149,47149,Distribution of population (%),11281,1326,0.682,0.162,0.003,0.036,0.001,0.09,0.026,Large fringe metro,45965.0,49876.0,51672.0,49171.0
2895,01/01/2020,09/23/2023,"Sevier, TN",5,47,155,47155,Distribution of all-cause deaths (%),3984,373,0.966,0.011,,0.005,,0.014,,Micropolitan,44998.0,51238.0,52561.0,49599.0
2896,01/01/2020,09/23/2023,"Sevier, TN",5,47,155,47155,Distribution of COVID-19 deaths (%),3984,373,0.944,,,,,0.032,,Micropolitan,44998.0,51238.0,52561.0,49599.0
2897,01/01/2020,09/23/2023,"Sevier, TN",5,47,155,47155,Distribution of population (%),3984,373,0.89,0.012,0.004,0.012,0.0,0.068,0.014,Micropolitan,44998.0,51238.0,52561.0,49599.0
2898,01/01/2020,09/23/2023,"Shelby, TN",1,47,157,47157,Distribution of all-cause deaths (%),44956,4070,0.448,0.517,0.001,0.008,0.0,0.022,0.003,Large central metro,53335.0,58844.0,58736.0,56971.666666666664
2899,01/01/2020,09/23/2023,"Shelby, TN",1,47,157,47157,Distribution of COVID-19 deaths (%),44956,4070,0.396,0.565,,0.008,,0.028,0.002,Large central metro,53335.0,58844.0,58736.0,56971.666666666664
2900,01/01/2020,09/23/2023,"Shelby, TN",1,47,157,47157,Distribution of population (%),44956,4070,0.35,0.539,0.002,0.028,0.0,0.067,0.015,Large central metro,53335.0,58844.0,58736.0,56971.666666666664
2901,01/01/2020,09/23/2023,"Sullivan, TN",3,47,163,47163,Distribution of all-cause deaths (%),13551,1466,0.975,0.017,0.001,0.002,,0.004,0.001,Medium metro,46648.0,50326.0,51090.0,49354.666666666664
2902,01/01/2020,09/23/2023,"Sullivan, TN",3,47,163,47163,Distribution of COVID-19 deaths (%),13551,1466,0.973,0.016,,,,,,Medium metro,46648.0,50326.0,51090.0,49354.666666666664
2903,01/01/2020,09/23/2023,"Sullivan, TN",3,47,163,47163,Distribution of population (%),13551,1466,0.929,0.022,0.003,0.008,0.0,0.022,0.015,Medium metro,46648.0,50326.0,51090.0,49354.666666666664
2904,01/01/2020,09/23/2023,"Sumner, TN",2,47,165,47165,Distribution of all-cause deaths (%),6986,796,0.914,0.064,,0.005,,0.013,0.003,Large fringe metro,54958.0,59811.0,62345.0,59038.0
2905,01/01/2020,09/23/2023,"Sumner, TN",2,47,165,47165,Distribution of COVID-19 deaths (%),6986,796,0.893,0.075,,,,0.018,,Large fringe metro,54958.0,59811.0,62345.0,59038.0
2906,01/01/2020,09/23/2023,"Sumner, TN",2,47,165,47165,Distribution of population (%),6986,796,0.824,0.082,0.003,0.015,0.001,0.056,0.019,Large fringe metro,54958.0,59811.0,62345.0,59038.0
2907,01/01/2020,09/23/2023,"Warren, TN",5,47,177,47177,Distribution of all-cause deaths (%),1682,136,0.963,0.023,,,,0.011,,Micropolitan,38857.0,42017.0,41807.0,40893.666666666664
2908,01/01/2020,09/23/2023,"Warren, TN",5,47,177,47177,Distribution of COVID-19 deaths (%),1682,136,0.978,,,,,,,Micropolitan,38857.0,42017.0,41807.0,40893.666666666664
2909,01/01/2020,09/23/2023,"Warren, TN",5,47,177,47177,Distribution of population (%),1682,136,0.845,0.033,0.003,0.008,0.0,0.096,0.016,Micropolitan,38857.0,42017.0,41807.0,40893.666666666664
2910,01/01/2020,09/23/2023,"Washington, TN",4,47,179,47179,Distribution of all-cause deaths (%),10138,1004,0.961,0.027,,0.002,,0.008,0.002,Small metro,47932.0,52468.0,53392.0,51264.0
2911,01/01/2020,09/23/2023,"Washington, TN",4,47,179,47179,Distribution of COVID-19 deaths (%),10138,1004,0.954,0.023,,,,0.016,,Small metro,47932.0,52468.0,53392.0,51264.0
2912,01/01/2020,09/23/2023,"Washington, TN",4,47,179,47179,Distribution of population (%),10138,1004,0.88,0.042,0.003,0.016,0.0,0.039,0.019,Small metro,47932.0,52468.0,53392.0,51264.0
2913,01/01/2020,09/23/2023,"Weakley, TN",5,47,183,47183,Distribution of all-cause deaths (%),1403,110,0.922,0.071,,,,,,Micropolitan,40290.0,45338.0,45738.0,43788.666666666664
2914,01/01/2020,09/23/2023,"Weakley, TN",5,47,183,47183,Distribution of COVID-19 deaths (%),1403,110,0.927,,,,,,,Micropolitan,40290.0,45338.0,45738.0,43788.666666666664
2915,01/01/2020,09/23/2023,"Weakley, TN",5,47,183,47183,Distribution of population (%),1403,110,0.862,0.077,0.003,0.012,0.0,0.03,0.016,Micropolitan,40290.0,45338.0,45738.0,43788.666666666664
2916,01/01/2020,09/23/2023,"Williamson, TN",2,47,187,47187,Distribution of all-cause deaths (%),4918,444,0.91,0.058,,0.013,,0.016,,Large fringe metro,99108.0,111083.0,119937.0,110042.66666666669
2917,01/01/2020,09/23/2023,"Williamson, TN",2,47,187,47187,Distribution of COVID-19 deaths (%),4918,444,0.883,0.063,,,,0.029,,Large fringe metro,99108.0,111083.0,119937.0,110042.66666666669
2918,01/01/2020,09/23/2023,"Williamson, TN",2,47,187,47187,Distribution of population (%),4918,444,0.834,0.043,0.002,0.053,0.0,0.051,0.017,Large fringe metro,99108.0,111083.0,119937.0,110042.66666666669
2919,01/01/2020,09/23/2023,"Wilson, TN",2,47,189,47189,Distribution of all-cause deaths (%),4282,381,0.904,0.078,,0.005,,0.01,0.003,Large fringe metro,55070.0,62361.0,65138.0,60856.333333333336
2920,01/01/2020,09/23/2023,"Wilson, TN",2,47,189,47189,Distribution of COVID-19 deaths (%),4282,381,0.882,0.1,,,,,,Large fringe metro,55070.0,62361.0,65138.0,60856.333333333336
2921,01/01/2020,09/23/2023,"Wilson, TN",2,47,189,47189,Distribution of population (%),4282,381,0.834,0.075,0.003,0.019,0.001,0.049,0.019,Large fringe metro,55070.0,62361.0,65138.0,60856.333333333336
2922,01/01/2020,09/23/2023,"Anderson, TX",5,48,1,48001,Distribution of all-cause deaths (%),2295,229,0.762,0.147,,,,0.085,,Micropolitan,39154.0,43172.0,43870.0,42065.333333333336
2923,01/01/2020,09/23/2023,"Anderson, TX",5,48,1,48001,Distribution of COVID-19 deaths (%),2295,229,0.738,0.148,,,,0.114,,Micropolitan,39154.0,43172.0,43870.0,42065.333333333336
2924,01/01/2020,09/23/2023,"Anderson, TX",5,48,1,48001,Distribution of population (%),2295,229,0.58,0.211,0.004,0.007,0.001,0.183,0.014,Micropolitan,39154.0,43172.0,43870.0,42065.333333333336
2925,01/01/2020,09/23/2023,"Angelina, TX",5,48,5,48005,Distribution of all-cause deaths (%),4588,627,0.781,0.146,,,,0.069,,Micropolitan,42940.0,46996.0,47281.0,45739.0
2926,01/01/2020,09/23/2023,"Angelina, TX",5,48,5,48005,Distribution of COVID-19 deaths (%),4588,627,0.71,0.142,,,,0.142,,Micropolitan,42940.0,46996.0,47281.0,45739.0
2927,01/01/2020,09/23/2023,"Angelina, TX",5,48,5,48005,Distribution of population (%),4588,627,0.597,0.15,0.003,0.009,0.0,0.229,0.012,Micropolitan,42940.0,46996.0,47281.0,45739.0
2928,01/01/2020,09/23/2023,"Atascosa, TX",2,48,13,48013,Distribution of all-cause deaths (%),1555,177,0.496,0.008,,,,0.491,,Large fringe metro,42201.0,46328.0,45800.0,44776.333333333336
2929,01/01/2020,09/23/2023,"Atascosa, TX",2,48,13,48013,Distribution of COVID-19 deaths (%),1555,177,0.328,,,,,0.638,,Large fringe metro,42201.0,46328.0,45800.0,44776.333333333336
2930,01/01/2020,09/23/2023,"Atascosa, TX",2,48,13,48013,Distribution of population (%),1555,177,0.322,0.009,0.004,0.004,0.001,0.653,0.008,Large fringe metro,42201.0,46328.0,45800.0,44776.333333333336
2931,01/01/2020,09/23/2023,"Bee, TX",5,48,25,48025,Distribution of all-cause deaths (%),937,101,0.423,0.018,,,,0.555,,Micropolitan,32726.0,34810.0,34707.0,34081.0
2932,01/01/2020,09/23/2023,"Bee, TX",5,48,25,48025,Distribution of COVID-19 deaths (%),937,101,0.277,,,,,0.713,,Micropolitan,32726.0,34810.0,34707.0,34081.0
2933,01/01/2020,09/23/2023,"Bee, TX",5,48,25,48025,Distribution of population (%),937,101,0.304,0.082,0.003,0.006,0.0,0.597,0.008,Micropolitan,32726.0,34810.0,34707.0,34081.0
2934,01/01/2020,09/23/2023,"Bell, TX",3,48,27,48027,Distribution of all-cause deaths (%),13238,1450,0.666,0.175,0.002,0.02,0.007,0.124,0.007,Medium metro,46569.0,50199.0,49416.0,48728.0
2935,01/01/2020,09/23/2023,"Bell, TX",3,48,27,48027,Distribution of COVID-19 deaths (%),13238,1450,0.632,0.166,,0.019,0.009,0.169,,Medium metro,46569.0,50199.0,49416.0,48728.0
2936,01/01/2020,09/23/2023,"Bell, TX",3,48,27,48027,Distribution of population (%),13238,1450,0.439,0.224,0.004,0.029,0.007,0.259,0.037,Medium metro,46569.0,50199.0,49416.0,48728.0
2937,01/01/2020,09/23/2023,"Bexar, TX",1,48,29,48029,Distribution of all-cause deaths (%),73016,9359,0.413,0.073,0.001,0.013,0.001,0.496,0.003,Large central metro,47970.0,52141.0,52583.0,50898.0
2938,01/01/2020,09/23/2023,"Bexar, TX",1,48,29,48029,Distribution of COVID-19 deaths (%),73016,9359,0.281,0.047,,0.009,,0.659,0.001,Large central metro,47970.0,52141.0,52583.0,50898.0
2939,01/01/2020,09/23/2023,"Bexar, TX",1,48,29,48029,Distribution of population (%),73016,9359,0.266,0.075,0.002,0.03,0.001,0.609,0.016,Large central metro,47970.0,52141.0,52583.0,50898.0
2940,01/01/2020,09/23/2023,"Bowie, TX",4,48,37,48037,Distribution of all-cause deaths (%),6712,977,0.757,0.22,0.002,0.003,,0.016,,Small metro,45485.0,49603.0,50089.0,48392.333333333336
2941,01/01/2020,09/23/2023,"Bowie, TX",4,48,37,48037,Distribution of COVID-19 deaths (%),6712,977,0.751,0.216,,,,0.027,,Small metro,45485.0,49603.0,50089.0,48392.333333333336
2942,01/01/2020,09/23/2023,"Bowie, TX",4,48,37,48037,Distribution of population (%),6712,977,0.627,0.251,0.007,0.012,0.001,0.081,0.021,Small metro,45485.0,49603.0,50089.0,48392.333333333336
2943,01/01/2020,09/23/2023,"Brazoria, TX",2,48,39,48039,Distribution of all-cause deaths (%),9184,804,0.608,0.211,0.001,0.023,,0.155,0.002,Large fringe metro,53110.0,56561.0,57644.0,55771.666666666664
2944,01/01/2020,09/23/2023,"Brazoria, TX",2,48,39,48039,Distribution of COVID-19 deaths (%),9184,804,0.429,0.259,,0.029,,0.279,,Large fringe metro,53110.0,56561.0,57644.0,55771.666666666664
2945,01/01/2020,09/23/2023,"Brazoria, TX",2,48,39,48039,Distribution of population (%),9184,804,0.443,0.149,0.003,0.07,0.0,0.318,0.016,Large fringe metro,53110.0,56561.0,57644.0,55771.666666666664
2946,01/01/2020,09/23/2023,"Brazos, TX",4,48,41,48041,Distribution of all-cause deaths (%),6699,889,0.735,0.138,,0.008,,0.116,0.002,Small metro,43706.0,46708.0,47576.0,45996.666666666664
2947,01/01/2020,09/23/2023,"Brazos, TX",4,48,41,48041,Distribution of COVID-19 deaths (%),6699,889,0.638,0.156,,,,0.195,,Small metro,43706.0,46708.0,47576.0,45996.666666666664
2948,01/01/2020,09/23/2023,"Brazos, TX",4,48,41,48041,Distribution of population (%),6699,889,0.548,0.108,0.003,0.06,0.001,0.265,0.016,Small metro,43706.0,46708.0,47576.0,45996.666666666664
2949,01/01/2020,09/23/2023,"Brown, TX",5,48,49,48049,Distribution of all-cause deaths (%),2083,243,0.886,0.027,,,,0.082,,Micropolitan,43177.0,46510.0,46833.0,45506.666666666664
2950,01/01/2020,09/23/2023,"Brown, TX",5,48,49,48049,Distribution of COVID-19 deaths (%),2083,243,0.827,,,,,0.14,,Micropolitan,43177.0,46510.0,46833.0,45506.666666666664
2951,01/01/2020,09/23/2023,"Brown, TX",5,48,49,48049,Distribution of population (%),2083,243,0.706,0.037,0.005,0.007,0.0,0.231,0.014,Micropolitan,43177.0,46510.0,46833.0,45506.666666666664
2952,01/01/2020,09/23/2023,"Burnet, TX",6,48,53,48053,Distribution of all-cause deaths (%),1955,197,0.922,0.009,,,,0.06,,Noncore,56988.0,63580.0,64561.0,61709.666666666664
2953,01/01/2020,09/23/2023,"Burnet, TX",6,48,53,48053,Distribution of COVID-19 deaths (%),1955,197,0.848,,,,,0.132,,Noncore,56988.0,63580.0,64561.0,61709.666666666664
2954,01/01/2020,09/23/2023,"Burnet, TX",6,48,53,48053,Distribution of population (%),1955,197,0.732,0.017,0.006,0.009,0.001,0.225,0.011,Noncore,56988.0,63580.0,64561.0,61709.666666666664
2955,01/01/2020,09/23/2023,"Cameron, TX",3,48,61,48061,Distribution of all-cause deaths (%),14625,2564,0.197,0.003,,0.003,,0.795,,Medium metro,33704.0,38001.0,37325.0,36343.333333333336
2956,01/01/2020,09/23/2023,"Cameron, TX",3,48,61,48061,Distribution of COVID-19 deaths (%),14625,2564,0.108,,,,,0.888,,Medium metro,33704.0,38001.0,37325.0,36343.333333333336
2957,01/01/2020,09/23/2023,"Cameron, TX",3,48,61,48061,Distribution of population (%),14625,2564,0.085,0.004,0.001,0.007,0.0,0.901,0.002,Medium metro,33704.0,38001.0,37325.0,36343.333333333336
2958,01/01/2020,09/23/2023,"Cherokee, TX",5,48,73,48073,Distribution of all-cause deaths (%),1762,198,0.797,0.132,,,,0.066,,Micropolitan,40554.0,43459.0,43397.0,42470.0
2959,01/01/2020,09/23/2023,"Cherokee, TX",5,48,73,48073,Distribution of COVID-19 deaths (%),1762,198,0.758,0.126,,,,0.111,,Micropolitan,40554.0,43459.0,43397.0,42470.0
2960,01/01/2020,09/23/2023,"Cherokee, TX",5,48,73,48073,Distribution of population (%),1762,198,0.597,0.138,0.003,0.005,0.0,0.24,0.016,Micropolitan,40554.0,43459.0,43397.0,42470.0
2961,01/01/2020,09/23/2023,"Collin, TX",1,48,85,48085,Distribution of all-cause deaths (%),27297,2892,0.75,0.093,0.003,0.066,0.001,0.084,0.003,Large central metro,72105.0,78591.0,82593.0,77763.0
2962,01/01/2020,09/23/2023,"Collin, TX",1,48,85,48085,Distribution of COVID-19 deaths (%),27297,2892,0.667,0.1,0.004,0.069,,0.158,,Large central metro,72105.0,78591.0,82593.0,77763.0
2963,01/01/2020,09/23/2023,"Collin, TX",1,48,85,48085,Distribution of population (%),27297,2892,0.538,0.108,0.004,0.169,0.001,0.156,0.024,Large central metro,72105.0,78591.0,82593.0,77763.0
2964,01/01/2020,09/23/2023,"Comal, TX",2,48,91,48091,Distribution of all-cause deaths (%),5987,607,0.8,0.017,,0.006,,0.174,0.002,Large fringe metro,66119.0,72193.0,75074.0,71128.66666666667
2965,01/01/2020,09/23/2023,"Comal, TX",2,48,91,48091,Distribution of COVID-19 deaths (%),5987,607,0.626,,,,,0.359,,Large fringe metro,66119.0,72193.0,75074.0,71128.66666666667
2966,01/01/2020,09/23/2023,"Comal, TX",2,48,91,48091,Distribution of population (%),5987,607,0.66,0.026,0.003,0.013,0.001,0.284,0.014,Large fringe metro,66119.0,72193.0,75074.0,71128.66666666667
2967,01/01/2020,09/23/2023,"Cooke, TX",5,48,97,48097,Distribution of all-cause deaths (%),1392,118,0.916,0.027,,,,0.048,,Micropolitan,54196.0,58955.0,61073.0,58074.666666666664
2968,01/01/2020,09/23/2023,"Cooke, TX",5,48,97,48097,Distribution of COVID-19 deaths (%),1392,118,0.941,,,,,,,Micropolitan,54196.0,58955.0,61073.0,58074.666666666664
2969,01/01/2020,09/23/2023,"Cooke, TX",5,48,97,48097,Distribution of population (%),1392,118,0.744,0.033,0.009,0.009,0.0,0.189,0.016,Micropolitan,54196.0,58955.0,61073.0,58074.666666666664
2970,01/01/2020,09/23/2023,"Coryell, TX",3,48,99,48099,Distribution of all-cause deaths (%),1630,117,0.815,0.094,,0.013,0.006,0.061,0.007,Medium metro,35066.0,37621.0,36504.0,36397.0
2971,01/01/2020,09/23/2023,"Coryell, TX",3,48,99,48099,Distribution of COVID-19 deaths (%),1630,117,0.838,,,,,,,Medium metro,35066.0,37621.0,36504.0,36397.0
2972,01/01/2020,09/23/2023,"Coryell, TX",3,48,99,48099,Distribution of population (%),1630,117,0.567,0.166,0.006,0.021,0.008,0.196,0.036,Medium metro,35066.0,37621.0,36504.0,36397.0
2973,01/01/2020,09/23/2023,"Dallas, TX",1,48,113,48113,Distribution of all-cause deaths (%),75171,7640,0.502,0.28,0.002,0.028,0.001,0.185,0.003,Large central metro,66044.0,72668.0,75585.0,71432.33333333333
2974,01/01/2020,09/23/2023,"Dallas, TX",1,48,113,48113,Distribution of COVID-19 deaths (%),75171,7640,0.375,0.262,0.003,0.028,,0.33,0.002,Large central metro,66044.0,72668.0,75585.0,71432.33333333333
2975,01/01/2020,09/23/2023,"Dallas, TX",1,48,113,48113,Distribution of population (%),75171,7640,0.279,0.228,0.003,0.067,0.0,0.408,0.015,Large central metro,66044.0,72668.0,75585.0,71432.33333333333
2976,01/01/2020,09/23/2023,"Denton, TX",2,48,121,48121,Distribution of all-cause deaths (%),18152,1747,0.8,0.075,0.002,0.037,0.001,0.082,0.003,Large fringe metro,64582.0,71210.0,74412.0,70068.0
2977,01/01/2020,09/23/2023,"Denton, TX",2,48,121,48121,Distribution of COVID-19 deaths (%),18152,1747,0.73,0.081,,0.037,,0.148,,Large fringe metro,64582.0,71210.0,74412.0,70068.0
2978,01/01/2020,09/23/2023,"Denton, TX",2,48,121,48121,Distribution of population (%),18152,1747,0.567,0.109,0.004,0.1,0.001,0.196,0.023,Large fringe metro,64582.0,71210.0,74412.0,70068.0
2979,01/01/2020,09/23/2023,"Ector, TX",4,48,135,48135,Distribution of all-cause deaths (%),6194,993,0.522,0.049,0.003,0.006,,0.416,0.002,Small metro,48111.0,52703.0,55448.0,52087.333333333336
2980,01/01/2020,09/23/2023,"Ector, TX",4,48,135,48135,Distribution of COVID-19 deaths (%),6194,993,0.369,0.045,,,,0.578,,Small metro,48111.0,52703.0,55448.0,52087.333333333336
2981,01/01/2020,09/23/2023,"Ector, TX",4,48,135,48135,Distribution of population (%),6194,993,0.294,0.045,0.004,0.011,0.002,0.634,0.01,Small metro,48111.0,52703.0,55448.0,52087.333333333336
2982,01/01/2020,09/23/2023,"Ellis, TX",2,48,139,48139,Distribution of all-cause deaths (%),5130,513,0.757,0.126,0.002,0.004,,0.108,,Large fringe metro,49860.0,54057.0,55479.0,53132.0
2983,01/01/2020,09/23/2023,"Ellis, TX",2,48,139,48139,Distribution of COVID-19 deaths (%),5130,513,0.647,0.129,,,,0.214,,Large fringe metro,49860.0,54057.0,55479.0,53132.0
2984,01/01/2020,09/23/2023,"Ellis, TX",2,48,139,48139,Distribution of population (%),5130,513,0.573,0.126,0.004,0.008,0.001,0.274,0.015,Large fringe metro,49860.0,54057.0,55479.0,53132.0
2985,01/01/2020,09/23/2023,"El Paso, TX",3,48,141,48141,Distribution of all-cause deaths (%),29612,4580,0.196,0.025,0.002,0.006,0.001,0.766,0.005,Medium metro,40186.0,44118.0,44198.0,42834.0
2986,01/01/2020,09/23/2023,"El Paso, TX",3,48,141,48141,Distribution of COVID-19 deaths (%),29612,4580,0.11,0.016,0.002,0.003,,0.867,,Medium metro,40186.0,44118.0,44198.0,42834.0
2987,01/01/2020,09/23/2023,"El Paso, TX",3,48,141,48141,Distribution of population (%),29612,4580,0.116,0.032,0.003,0.012,0.002,0.828,0.009,Medium metro,40186.0,44118.0,44198.0,42834.0
2988,01/01/2020,09/23/2023,"Fort Bend, TX",2,48,157,48157,Distribution of all-cause deaths (%),15066,1275,0.482,0.224,0.001,0.121,,0.167,0.004,Large fringe metro,63655.0,67436.0,70390.0,67160.33333333333
2989,01/01/2020,09/23/2023,"Fort Bend, TX",2,48,157,48157,Distribution of COVID-19 deaths (%),15066,1275,0.376,0.191,,0.122,,0.307,,Large fringe metro,63655.0,67436.0,70390.0,67160.33333333333
2990,01/01/2020,09/23/2023,"Fort Bend, TX",2,48,157,48157,Distribution of population (%),15066,1275,0.31,0.207,0.002,0.212,0.0,0.25,0.018,Large fringe metro,63655.0,67436.0,70390.0,67160.33333333333
2991,01/01/2020,09/23/2023,"Galveston, TX",2,48,167,48167,Distribution of all-cause deaths (%),11598,1069,0.663,0.166,0.001,0.017,,0.151,0.002,Large fringe metro,56203.0,59671.0,61246.0,59040.0
2992,01/01/2020,09/23/2023,"Galveston, TX",2,48,167,48167,Distribution of COVID-19 deaths (%),11598,1069,0.484,0.174,,0.022,,0.317,,Large fringe metro,56203.0,59671.0,61246.0,59040.0
2993,01/01/2020,09/23/2023,"Galveston, TX",2,48,167,48167,Distribution of population (%),11598,1069,0.562,0.126,0.004,0.034,0.001,0.257,0.016,Large fringe metro,56203.0,59671.0,61246.0,59040.0
2994,01/01/2020,09/23/2023,"Gillespie, TX",5,48,171,48171,Distribution of all-cause deaths (%),1420,123,0.925,,,,,0.069,,Micropolitan,77886.0,81855.0,84525.0,81422.0
2995,01/01/2020,09/23/2023,"Gillespie, TX",5,48,171,48171,Distribution of COVID-19 deaths (%),1420,123,0.911,,,,,0.089,,Micropolitan,77886.0,81855.0,84525.0,81422.0
2996,01/01/2020,09/23/2023,"Gillespie, TX",5,48,171,48171,Distribution of population (%),1420,123,0.738,0.004,0.004,0.005,0.001,0.241,0.007,Micropolitan,77886.0,81855.0,84525.0,81422.0
2997,01/01/2020,09/23/2023,"Gray, TX",5,48,179,48179,Distribution of all-cause deaths (%),925,127,0.897,0.018,,,,0.077,,Micropolitan,45822.0,46404.0,46626.0,46284.0
2998,01/01/2020,09/23/2023,"Gray, TX",5,48,179,48179,Distribution of COVID-19 deaths (%),925,127,0.764,,,,,0.213,,Micropolitan,45822.0,46404.0,46626.0,46284.0
2999,01/01/2020,09/23/2023,"Gray, TX",5,48,179,48179,Distribution of population (%),925,127,0.616,0.051,0.008,0.006,0.0,0.302,0.018,Micropolitan,45822.0,46404.0,46626.0,46284.0
3000,01/01/2020,09/23/2023,"Grayson, TX",4,48,181,48181,Distribution of all-cause deaths (%),7607,1029,0.899,0.049,0.014,0.003,,0.033,0.002,Small metro,48865.0,52873.0,53393.0,51710.333333333336
3001,01/01/2020,09/23/2023,"Grayson, TX",4,48,181,48181,Distribution of COVID-19 deaths (%),7607,1029,0.863,0.042,0.029,,,0.056,,Small metro,48865.0,52873.0,53393.0,51710.333333333336
3002,01/01/2020,09/23/2023,"Grayson, TX",4,48,181,48181,Distribution of population (%),7607,1029,0.744,0.059,0.014,0.014,0.001,0.144,0.025,Small metro,48865.0,52873.0,53393.0,51710.333333333336
3003,01/01/2020,09/23/2023,"Gregg, TX",4,48,183,48183,Distribution of all-cause deaths (%),8172,1253,0.757,0.193,0.001,0.004,,0.042,0.002,Small metro,50722.0,54584.0,55961.0,53755.666666666664
